choices,labels,question
"['A) conclusion', 'B) pain', 'C) happiness', 'D) relief', 'E) boring']",C,"She feared that she had cancer, but upon discovering truth that she hadn't, what was her attitude toward life?"
"['A) smiling', 'B) pleasure', 'C) hurt', 'D) injuries', 'E) laughter']",B,What is the feeling of one having fun?
"['A) conference', ""B) neighbor's house"", 'C) rug', 'D) net', 'E) card room']",C,"If I keep getting crumbs under my table, what should I put under it?"
"['A) unable to work', 'B) born again', 'C) change of color', 'D) dead', 'E) no longer exist']",B,Christians believe you will go to heaven if you're what?
"['A) wipe out', 'B) enjoy yourself', 'C) start fighting', 'D) get wet', 'E) drown']",A,James loved to surf but he wasn't good at it. He would always do what?
"['A) front door', 'B) turn lock', 'C) solution to problem', 'D) install', 'E) open doors']",E,"Sarah gave her brother a guy to her home.  While she was gone, he used it to do what?"
"['A) boscage', 'B) forest', 'C) prehistory', 'D) prehistoric times', 'E) ancient times']",E,When did mammoth's live?
"['A) murder', 'B) remorse', 'C) religious', 'D) retaliation', 'E) anguish']",B,"After killing people, the murderer went to church after feeling what?"
"['A) die', 'B) interruption', 'C) bleed', 'D) hatred', 'E) dying']",B,What might result in an unsuccessful suicide attempt?
"['A) joy', 'B) disagreements', 'C) agony', 'D) pleasure', 'E) owning']",B,What can happen if you are buying products that someone else does not want you to buy?
"['A) show appreciation', 'B) asking for', 'C) exchanging', 'D) say thank', 'E) smile']",D,"The child was getting many gifts for his birthday, his father reminded him to do what after opening each one?"
"['A) rest area', 'B) desert', 'C) state park', 'D) fairgrounds', 'E) soccer game']",C,"Bob stands in the grass surrounded by trees and nature, where is Bob?"
"['A) circus', 'B) in kentucky', 'C) western movie', 'D) central park', 'E) state fair']",E,Bart entered his horse into the contest.  Where did he do this?
"['A) cloud', 'B) snow storm', 'C) billow', 'D) air', 'E) snowstorm']",A,From where does a snowflake form?
"['A) basement', 'B) work shop', 'C) tool shed', 'D) repair shop', 'E) store room']",D,All the power tools like the drill used for fixing cars made for a very loud workplace where?
"['A) working hard', 'B) frustration', 'C) rejection', 'D) defeat', 'E) stress']",E,"Applying for a job can make someone feel what sort of emotion, even if they get it?"
"['A) chicken coop', 'B) beach', 'C) fairytale', 'D) great outdoors', 'E) corn fields']",D,"A farmer sees a weasel in the woods, where is the farmer?"
"['A) manual', 'B) lake', 'C) aquarium', 'D) pond', 'E) playground']",D,"He picked up the perfect pebble, he planned to skip it across the entire small what?"
"['A) going somewhere', 'B) exhilarating', 'C) diarrhea', 'D) relocation', 'E) exhausting']",B,Traveling from new place to new place is likely to be what?
"['A) middle east', 'B) oven', 'C) balkan peninsula', 'D) provide meat', 'E) asia minor']",C,Turkey only has a small northern part of their country located in part of the what?
"['A) supermarket', 'B) home', 'C) mart', 'D) obesity', 'E) closet']",E,Where might someone store a reusable shopping bag?
"['A) fairgrounds', 'B) watching television', 'C) tired', 'D) enjoyable', ""E) friend's house""]",B,How could you have fun by yourself with no one around you?
"['A) vegans', 'B) kitchen cupboard', 'C) restaurants', 'D) chicken', 'E) maryland']",E,The potato might be the official vegetable of what?
"['A) planetarium', 'B) outdoors', 'C) atmosphere', 'D) night', 'E) photo']",B,Where is the sky most beautiful?
"['A) slide', 'B) citrus', 'C) band', 'D) orchestra', 'E) coconut']",B,What type of fruit is easily broken in to sections?
"['A) excruciating pain', 'B) passing out', 'C) death', 'D) drunk', 'E) exhaustion']",B,"Marathoners feel fatigued after running twenty six miles, but some that have pushed them self too hard might be prone to what?"
"['A) transportation', 'B) pollution', 'C) stress', 'D) death', 'E) go somewhere']",D,Billy liked driving cars.  He was good at it.  But he was rattled ever since his father experienced what?
"['A) stay in bed', 'B) light fire', 'C) freezer', 'D) lay on ice', 'E) spit']",B,"I am cold, what should I do to stay warm?"
"['A) intense pleasure', 'B) ejaculation', 'C) period of rest', 'D) enjoyment', 'E) skin irritation']",E,"Copulating with the wrong partner may be ill advised, many diseases can be transferred that can cause different types of what?"
"['A) cinema', 'B) theatre', 'C) movies', 'D) show', 'E) hockey game']",D,What do audiences clap for?
"['A) orchestra', 'B) music store', 'C) buy music', 'D) make music', 'E) symphony']",B,Where would you get a balalaika if you do not have one?
"['A) homely', 'B) overcast', 'C) hideous', 'D) overrated', 'E) misshapen']",B,"Hoping for a beautiful day, what did the clouds do that disappointed everyone?"
"['A) reasonable', 'B) more money', 'C) not go to work', 'D) return to work', 'E) union']",A,What type of demands to the unions need to be making to go off strike?
"['A) park', 'B) made from rocks', 'C) balloon', 'D) field', 'E) bridge']",E,"The landscaper was carefully arching stones together, he was creating an elaborate what over the creek?"
"['A) inappropriate', 'B) sadness', 'C) unsatisfied', 'D) unfortunate', 'E) disenchanted']",D,"John was not happy with his marriage. He and his wife drifted apart.     All and all, recent turns could be described as what?"
"['A) darkness', 'B) cumbersome', 'C) obesity', 'D) forceful', 'E) crucial']",E,"The poor girls needed a light to see, what was the relationship between that light and finishing her homework?"
"['A) clerk', 'B) indoors', 'C) movie theater', 'D) venue', 'E) auditorium']",D,Where would you find a ticket booth and see a concert?
"['A) europe', 'B) germany', 'C) industrialized country', 'D) city', 'E) america']",E,Who is not famous for a superhighway with no speed limit?
"['A) ocean', 'B) gallbladder', 'C) driveway', 'D) river bed', 'E) creek bed']",E,"The low trickle of water revealed a stone, where was the stone found?"
"['A) ocean water', 'B) table', 'C) shaker', ""D) neighbor's house"", 'E) lake']",D,Where is the closest place from where you could borrow salt?
"['A) very old', 'B) infiniverse', 'C) getting younger', 'D) infinite', 'E) real']",A,"No matter what date you put on it, we all know the universe to be what?"
"['A) republic of ireland', 'B) sky', 'C) orbit', 'D) universe', 'E) school']",D,A meteor travels through galaxies which are a part of what?
"['A) ridiculous', 'B) false information', 'C) made fun of', 'D) brain tumor', 'E) bull rider']",C,What is a person considered a bully known for?
"['A) see particular program', 'B) see exhibits', 'C) see people play game', 'D) have conversation', 'E) watch film']",D,"She had an interest in the man, what did she want to do with him?"
"['A) nursery', 'B) ghetto', 'C) cupboard', 'D) pharmacy', 'E) medicine cabinet']",E,Where is a drug kept in a home bathroom?
"['A) ram', 'B) lamb', 'C) done', 'D) ram', 'E) wolf']",C,When cooking sheep meat a lot of people might want to be well?
"['A) aeroport', 'B) church', 'C) furniture store', 'D) university', 'E) living room']",D,Where would you sit in a chair while working toward an advanced degree?
"['A) countryside', 'B) michigan', 'C) north dakota', 'D) farming areas', 'E) illinois']",D,Farm land makes use of what?
"['A) offer', 'B) income', 'C) rejection', 'D) hostile', 'E) hope']",E,A good interview after applying for a job may cause you to feel what?
"['A) economic boom', 'B) advance knowledge', 'C) produce sound', 'D) teach', 'E) follow instructions']",B,"Computers have allowed everybody to answer questions they have quickly, but still we seem to be getting duller despite access to this what?"
"['A) mountains', 'B) countryside', 'C) train', 'D) painting', 'E) village']",B,"There was a long cottage somewhere.  People thought it was haunted.  It was overgrown, there was nothing near it.  It's was far into the what?"
"['A) middle ages', 'B) chess board', 'C) kids story', 'D) fairy tale', 'E) castle']",D,Where is knight always portrayed as a hero?
"['A) library', 'B) transit', 'C) bus station', 'D) army barracks', 'E) locker room']",B,James is carrying a duffel bag with him because he doesn't have a vehicle of his own and needs a bag to carry his things in while he uses what?
"[""A) you're stupid"", 'B) kill yourself', 'C) roll joint', 'D) cigarette', 'E) lighter fluid.']",D,What would you need if you want to smoke?
"['A) might win', 'B) perform better', 'C) enemies', 'D) winners and losers', 'E) lose']",A,"James decided that competing was the right choice.   Not competing has a defined outcome, but if he competes then what could happen?"
"['A) taxi', 'B) carry people', 'C) car', 'D) stall', 'E) crash']",A,What could you use to get to some airplanes?
"['A) lack of fuel', 'B) paint scratching', 'C) wheels turning', 'D) tire wear', 'E) traffic accident']",C,What happens when driving?
"['A) falling down', 'B) digesting', 'C) gas', 'D) weight gain', 'E) not hungry']",B,What are our bodies doing after having food?
"['A) making money', 'B) leave home', 'C) success', 'D) malaise', 'E) bad mood']",D,Why would one try to avoid work?
"['A) buy tickets', 'B) passenger', 'C) read', 'D) add gas', 'E) run through checklists']",A,What do you do in order to fly in airplane?
"['A) fair', 'B) basket', 'C) dog hair', 'D) game', 'E) sun']",A,What is another name for the color of the fur of a dog with light colored fur?
"['A) drawer', 'B) garage', 'C) caddy', 'D) bed', 'E) television']",E,Sally was bored because she didn't like the junk that was on what?
"['A) reckless', 'B) bellicose', 'C) defensive', 'D) aggressive', 'E) dauntless']",D,"The lion sensed his competitor was timid, so what attitude did the lion take?"
"['A) pet shops', 'B) oklahoma', 'C) basement', 'D) bedroom', 'E) dreams']",D,John felt a snake slither over him as he rested.  He was afraid to raise his covers for fear of startling it.  Where might he be?
"['A) city', 'B) downtown', 'C) mall', 'D) shopping center', 'E) own house']",B,Where can you find a place to eat in an urban area close to local nightlife?
"['A) fatigue', 'B) depression', 'C) best way', 'D) weight', 'E) knowledge']",E,"You have to a lot of thinking while studying a new subject, but it is how you gain what?"
"['A) think', 'B) talk with people', 'C) talk to people', 'D) speak out', 'E) send email']",E,How will you communicate if you are far away from who you want to communicate with?
"['A) fever', 'B) smoke', 'C) laughing', 'D) coughing', 'E) lie']",E,Why would you not trust your friends after chatting with friends?
"['A) eat cake', 'B) cookie', 'C) stock market', 'D) real estate', 'E) treasure chest']",C,"He came from old money and had a fortune, but he made new money making shrewd trades where?"
"['A) carrying cargo', 'B) favorite', 'C) ecosystem', 'D) nature', 'E) ecology']",C,Animals make up a large part of the?
"['A) basement', 'B) cardboard box', 'C) ocean floor', 'D) high school', 'E) container']",E,At a shop what can you buy to put your spare unused things?
"['A) heartburn', 'B) overeating', 'C) happiness', 'D) being satisfied', 'E) gain energy']",A,"A person with digestion issues eats a meat-filled breakfast, what does he feel?"
"['A) scape jail', 'B) dream of freedom', 'C) become a hairdresser', 'D) attempt to escape', 'E) do time']",E,What is a prisoner sentenced to do?
"['A) phoning', 'B) nostalgia', 'C) writing down', 'D) active', 'E) being prepared']",E,Jesse  enjoyed remembering the past because he helped him understand it.  And understanding the past helped him with doing what?
"['A) sky', 'B) vaccation', 'C) forest', 'D) countryside', 'E) roof']",C,David watched some nesting birds using his binoculars while on vacation.  Where might David be?.
"['A) kew gardens', 'B) garder', 'C) backyard', 'D) shop', 'E) beautiful garden']",E,Where would you find many varieties of plants including a rosebush?
"['A) pot', 'B) museum', 'C) garden center', 'D) formal garden', 'E) backyard']",C,"If I did not have a rosebush, where would I get one?"
"['A) feel important', 'B) trust himself', 'C) own house', 'D) electrical circuit', 'E) know what time']",E,What does a person with a what likely do?
"['A) whiskers', 'B) sharp teeth', 'C) purr', 'D) four legs', 'E) sharp claws']",E,What are cats often known for?
